plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png
tan20250715t080445c96s4001-E,25.650799189230156,49.385914045532104,2025-07-15T08:04:45+00,Electricity Generation (1A1),CO2,mfal,"[49.36849341459396, 25.629369871912623, 49.40324434764784, 25.660427550204183]",tan,production,2025-08-14 08:19:01.648960+00:00,2025-08-14 08:19:01.647644+00:00,v3,,33.43793432875183,standard_sensitivity,8.644100351926655,,,5.203703703703703,0.19020961652013105,351.11118404566287,19.12406552185989,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/07/15/tan20250715t080445c96s4001-E/tan20250715t080445c96s4001-E_l3a-vis-co2-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/07/15/tan20250715t080445c96s4001-E/tan20250715t080445c96s4001-E_l3a-vis-co2-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v3/2025/07/15/tan20250715t080445c96s4001-E/tan20250715t080445c96s4001-E_l3a-ime-co2-mfal-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/07/15/tan20250715t080445c96s4001-E/tan20250715t080445c96s4001-E_l3a-vis-co2-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/07/15/tan20250715t080445c96s4001-E/tan20250715t080445c96s4001-E_l3a-vis-co2-mfa-v3_rgb.png
tan20250612t081248c24s4001-A,25.651374461289606,49.38637271241788,2025-06-12T08:12:48+00,Electricity Generation (1A1),CO2,mfal,"[49.36990349355094, 25.635882284705428, 49.40405616774809, 25.666669057919314]",tan,production,2025-07-12 08:21:59.202836+00:00,2025-07-12 08:21:59.201463+00:00,v3,,38.36780152056625,standard_sensitivity,29.2166833569072,77301.22709925231,22140.697125537557,4.611111111111111,0.9705011220928801,214.00677010806976,9.432271391199626,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/06/12/tan20250612t081248c24s4001-A/tan20250612t081248c24s4001-A_l3a-vis-co2-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/06/12/tan20250612t081248c24s4001-A/tan20250612t081248c24s4001-A_l3a-vis-co2-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-co2-mfal-v3/2025/06/12/tan20250612t081248c24s4001-A/tan20250612t081248c24s4001-A_l3a-ime-co2-mfal-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/06/12/tan20250612t081248c24s4001-A/tan20250612t081248c24s4001-A_l3a-vis-co2-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-co2-mfa-v3/2025/06/12/tan20250612t081248c24s4001-A/tan20250612t081248c24s4001-A_l3a-vis-co2-mfa-v3_rgb.png
